pl_hostname,pl_name,pl_discmethod,pl_orbper,st_dist,st_mass,st_rad,pl_rade,pl_trandur,pl_tranmid,pl_facility
K2-44,K2-44 b,Transit,5.65688,483.19,1.15,1.58,2.72,0.1816667,2456811.7176,K2
K2-3,K2-3 c,Transit,24.64354,44.13,0.6,0.56,1.85,0.151375,2456812.2812,K2
K2-36,K2-36 c,Transit,5.34059,110.09,0.8,0.74,2.8,0.0527917,2456812.8422,K2
K2-8,K2-8 c,Transit,5.06416,407.93,0.78,0.74,2.41,0.0866667,2456813.0707,K2
K2-19,K2-19 b,Transit,7.9194,292.14,0.93,0.86,7.74,0.1459167,2456813.3837,K2
K2-3,K2-3 b,Transit,10.05449,44.13,0.6,0.56,2.18,0.1135833,2456813.4173,K2
K2-8,K2-8 b,Transit,10.35239,407.93,0.78,0.74,3.58,0.1400833,2456813.6114,K2
K2-5,K2-5 c,Transit,10.93241,204.12,0.61,0.57,2.26,0.14575,2456814.601,K2
K2-42,K2-42 b,Transit,6.68796,401.36,0.7,0.64,2.15,0.1266667,2456814.6763,K2
K2-46,K2-46 b,Transit,19.1541,454.93,0.96,1.29,2.05,0.2804167,2456815.3353,K2
K2-19,K2-19 c,Transit,11.90715,292.14,0.93,0.86,4.86,0.182125,2456817.2755,K2
K2-48,K2-48 b,Transit,20.5065,316.61,0.77,0.73,2.24,0.1254167,2456817.4859,K2
K2-9,K2-9 b,Transit,18.4498,83.16,0.3,0.31,2.25,0.1183208,2456822.6712,K2
HATS-16,HATS-16 b,Transit,2.686502,774,0.97,1.24,14.572,0.1092,2456824.79069,HATSouth
K2-47,K2-47 b,Transit,31.6372,353.38,0.75,0.76,1.89,0.1666667,2456825.703,K2
K2-3,K2-3 d,Transit,44.55983,44.13,0.6,0.56,1.51,0.1802083,2456826.2288,K2
WASP-145 A,WASP-145 A b,Transit,1.7690381,91.54,0.76,0.68,10.088,0.0407,2456844.16526,SuperWASP-South
WASP-123,WASP-123 b,Transit,2.9776412,214,1.17,1.28,14.773,0.1289,2456845.17082,SuperWASP
WASP-85 A,WASP-85 A b,Transit,2.6556777,142.46,1.09,0.94,13.899,0.10816,2456847.472856,K2
XO-5,XO-5 b,Transit,4.1877558,260,1.04,1.13,12.78,0.1299,2456864.3129,XO
HATS-26,HATS-26 b,Transit,3.3023881,907,1.3,2.04,19.616,0.2173,2456867.4232,HATSouth
HATS-50,HATS-50 b,Transit,3.8297015,717,1.17,1.12,12.666,0.1283,2456870.34792,HATSouth
HATS-25,HATS-25 b,Transit,4.2986432,466,0.99,1.11,14.123,0.1335,2456870.36872,HATSouth
WASP-126,WASP-126 b,Transit,3.2888,234,1.12,1.27,10.761,0.142,2456890.3191,SuperWASP-South
K2-37,K2-37 b,Transit,4.44117,180.86,0.9,0.85,1.61,0.11275,2456893.7013,K2
K2-52,K2-52 b,Transit,3.535055,1041.7,1.69,2.19,18,0.222,2456896.02618,K2
K2-53,K2-53 b,Transit,12.20772,139.1,0.85,0.81,2.6,0.145,2456896.38582,K2
K2-289,K2-289 b,Transit,13.156969,270.7,0.95,1.02,9.1,0.168,2456897.14325,Kepler
K2-33,K2-33 b,Transit,5.424865,139.8,0.56,1.05,5.04,0.17,2456898.69288,K2
K2-37,K2-37 c,Transit,6.42904,180.86,0.9,0.85,2.75,0.1302917,2456898.8603,K2
K2-38,K2-38 c,Transit,10.56103,193.71,2.24,1.38,2.42,0.1055417,2456900.4752,K2
K2-37,K2-37 d,Transit,14.09189,180.86,0.9,0.85,2.73,0.123625,2456907.2315,K2
HATS-70,HATS-70 b,Transit,1.8882378,1307,1.78,1.88,15.513,0.151,2456911.87486,HATSouth
WASP-140,WASP-140 b,Transit,2.2359835,180,0.9,0.87,16.141,0.0631,2456912.35105,SuperWASP-South
WASP-131,WASP-131 b,Transit,5.322023,250,1.06,1.53,13.675,0.1596,2456919.8236,SuperWASP-South
WASP-130,WASP-130 b,Transit,11.55098,180,1.04,0.96,9.976,0.155,2456921.14307,SuperWASP-South
K2-60,K2-60 b,Transit,3.00265,498.7,0.97,1.12,7.656,0.1283333,2456928.0593,K2
HATS-52,HATS-52 b,Transit,1.36665436,631,1.11,1.05,15.491,0.0871,2456929.03039,HATSouth
HATS-44,HATS-44 b,Transit,2.7439004,463,0.86,0.85,11.96,0.0688,2456931.11384,HATSouth
HATS-31,HATS-31 b,Transit,3.37796,872,1.27,1.87,18.383,0.1914,2456960.1476,HATSouth
HATS-40,HATS-40 b,Transit,3.2642736,1431,1.56,2.26,17.71,0.2221,2456962.676,HATSouth
K2-265,K2-265 b,Transit,2.369172,139.22,0.92,0.98,1.71,0.0944167,2456981.6431,K2
HATS-35,HATS-35 b,Transit,1.8209993,557,1.32,1.43,16.41,0.1299,2456981.80199,HATSouth
K2-58,K2-58 c,Transit,2.53726,182.69,0.89,0.86,1.62,0.0831667,2456982.12,K2
K2-68,K2-68 b,Transit,8.05428,169.47,0.73,0.68,1.58,0.1133333,2456982.3281,K2
K2-62,K2-62 b,Transit,6.67202,112.83,0.77,0.73,2.14,0.05875,2456982.6843,K2
K2-69,K2-69 b,Transit,7.06599,181.63,0.55,0.49,2.32,0.0675,2456982.7825,K2
K2-54,K2-54 b,Transit,9.7843,175.84,0.42,0.38,1.15,0.115,2456982.936,K2
K2-61,K2-61 b,Transit,2.57302,410.35,1.21,1.36,2.48,0.0970833,2456983.2196,K2
K2-55,K2-55 b,Transit,2.849258,160.26,0.7,0.63,3.82,0.0835833,2456983.42298,K2
K2-75,K2-75 b,Transit,7.8142,570.86,1.16,1.56,2.67,0.2283333,2456983.451,K2
K2-57,K2-57 b,Transit,9.0063,266.23,0.68,0.62,2.1,0.0954167,2456984.336,K2
K2-70,K2-70 b,Transit,13.97896,234.47,0.94,0.93,2.89,0.1466667,2456984.4435,K2
K2-64,K2-64 b,Transit,6.53044,506.87,0.74,0.73,2.07,0.1275,2456986.1918,K2
K2-65,K2-65 b,Transit,12.6475,78.06,0.87,0.84,1.58,0.1429167,2456986.3303,K2
K2-59,K2-59 c,Transit,11.2954,314.09,0.77,0.73,2.3,0.0729167,2456986.7095,K2
K2-58,K2-58 b,Transit,7.05254,182.69,0.89,0.86,2.68,0.079125,2456986.9763,K2
K2-59,K2-59 b,Transit,20.6921,314.09,0.77,0.73,2.41,0.115,2456987.0603,K2
K2-71,K2-71 b,Transit,6.98541,153.86,0.48,0.43,2.15,0.05875,2456987.3785,K2
K2-73,K2-73 b,Transit,7.49543,271.27,1.05,1.06,2.45,0.1508333,2456987.6741,K2
K2-63,K2-63 b,Transit,20.257,524.41,1.4,1.63,3.22,0.22875,2456989.5929,K2
K2-62,K2-62 c,Transit,16.1966,112.83,0.77,0.73,2.14,0.05375,2456991.5442,K2
K2-75,K2-75 c,Transit,18.311,570.86,1.16,1.56,2.77,0.2675,2456992.715,K2
K2-74,K2-74 b,Transit,19.5666,381.85,0.96,0.98,2.31,0.2133333,2456997.9992,K2
K2-58,K2-58 d,Transit,22.8827,182.69,0.89,0.86,1.71,0.1333333,2456998.0703,K2
WASP-47,WASP-47 d,Transit,9.03077,200,1.04,1.14,3.576,0.1786667,2457006.36931,K2
WASP-142,WASP-142 b,Transit,2.052868,840,1.33,1.64,17.15,0.1117,2457007.7779,SuperWASP-South
WASP-47,WASP-47 b,Transit,4.1591289,200,1.04,1.14,12.63,0.1488417,2457007.932132,SuperWASP
WASP-47,WASP-47 e,Transit,0.789592,200,1.04,1.14,1.81,0.079125,2457011.34861,K2
WASP-141,WASP-141 b,Transit,3.310651,570,1.25,1.37,13.563,0.15,2457019.5953,SuperWASP-South
WASP-129,WASP-129 b,Transit,5.748145,246,1,0.9,10.424,0.1119,2457027.4373,SuperWASP-South
WASP-124,WASP-124 b,Transit,3.37265,433,1.07,1.02,13.899,0.1071,2457028.5834,SuperWASP-South
HATS-27,HATS-27 b,Transit,4.637038,840,1.42,1.74,16.814,0.2013,2457029.3374,HATSouth
HATS-29,HATS-29 b,Transit,4.6058749,351,1.03,1.07,14.022,0.1338,2457031.95618,HATSouth
WASP-172,WASP-172 b,Transit,5.477433,546.02,1.49,1.91,17.598,0.2206,2457032.2617,SuperWASP-South
HATS-28,HATS-28 b,Transit,3.1810781,521,0.93,0.92,13.384,0.0981,2457034.283,HATSouth
HATS-24,HATS-24 b,Transit,1.3484954,510,1.21,1.17,16.668,0.1008,2457038.47327,HATSouth
HATS-51,HATS-51 b,Transit,3.3488702,478,1.19,1.44,15.805,0.1384,2457042.00405,HATSouth
K2-25,K2-25 b,Transit,3.484552,45.01,0.29,0.29,3.43,0.0329167,2457062.57935,K2
K2-288 B,K2-288 B b,Transit,31.393463,65.72,0.33,0.32,1.9,0.088,2457063.402366,Kepler
K2-30,K2-30 b,Transit,4.098503,336.26,0.9,0.84,11.646,0.0967,2457063.80714,K2
K2-85,K2-85 b,Transit,0.684533,97.49,0.57,0.51,1.01,0.0325833,2457065.36846,K2
K2-91,K2-91 b,Transit,1.419549,62.69,0.29,0.28,1.1,0.039375,2457065.4319,K2
K2-89,K2-89 b,Transit,1.096026,86.25,0.35,0.32,0.615,0.0372917,2457066.0066,K2
K2-88,K2-88 b,Transit,4.6122,110.91,0.26,0.26,1.23,0.0432917,2457066.2194,K2
K2-83,K2-83 c,Transit,9.99767,125.98,0.48,0.42,1.483,0.1154167,2457066.2703,K2
K2-80,K2-80 c,Transit,5.605,201.96,0.9,0.87,1.47,0.1116667,2457066.4842,K2
KELT-10,KELT-10 b,Transit,4.1662739,183,1.11,1.21,15.681,0.156,2457066.72045,KELT-South
K2-83,K2-83 b,Transit,2.74697,125.98,0.48,0.42,1.244,0.0693333,2457067.0633,K2
K2-111,K2-111 b,Transit,5.35117,201.51,0.88,1.23,1.9,0.1408333,2457067.9704,K2
K2-84,K2-84 c,Transit,27.86,287.23,0.95,0.93,2.03,0.1920833,2457068.615,K2
K2-86,K2-86 b,Transit,8.77683,260.61,0.79,0.76,1.96,0.1145833,2457070.0173,K2
K2-79,K2-79 b,Transit,10.99573,257.9,1.06,1.28,3.69,0.1841667,2457070.241,K2
K2-77,K2-77 b,Transit,8.199796,142.31,0.8,0.76,2.3,0.1,2457070.80596,K2
K2-84,K2-84 b,Transit,6.4215,287.23,0.95,0.93,2.41,0.1170833,2457071.4212,K2
K2-87,K2-87 b,Transit,9.726618,503.6,1.16,1.4,7.6,0.19,2457072.30232,K2
HATS-23,HATS-23 b,Transit,2.1605156,747,1.12,1.2,20.849,0.0752,2457072.85266,HATSouth
K2-80,K2-80 b,Transit,19.0918,201.96,0.9,0.87,2.01,0.1858333,2457077.61,K2
HATS-22,HATS-22 b,Transit,4.7228124,207.9,0.76,0.69,10.682,0.0913,2457078.5803,HATSouth
K2-90,K2-90 b,Transit,13.733314,134.9,0.63,0.62,2.6,0.123,2457078.66112,K2
KELT-12,KELT-12 b,Transit,5.031623,360,1.59,2.37,19.952,0.2401,2457083.660459,KELT-North
K2-174,K2-174 b,Transit,19.562307,100.1,0.7,0.68,2.6,0.242,2457083.77917,K2
HATS-18,HATS-18 b,Transit,0.8378434,645,1.04,1.02,14.986,0.07886,2457089.90598,Multiple Observatories
KELT-9,KELT-9 b,Transit,1.4811235,188.7,2.52,2.36,21.196,0.16316,2457095.68572,KELT-North
MASCARA-1,MASCARA-1 b,Transit,2.14878,188.7,1.72,2.1,16.814,0.16875,2457097.278,Multiple Observatories
WASP-133,WASP-133 b,Transit,2.176423,547,1.16,1.44,13.563,0.1433,2457116.9874,SuperWASP-South
HD 219134,HD 219134 b,Radial Velocity,3.092926,6.55,0.81,0.78,1.602,0.039375,2457126.69913,Roque de los Muchachos Observatory
HATS-17,HATS-17 b,Transit,16.254611,339,1.13,1.09,8.709,0.2011,2457139.1672,HATSouth
K2-102,K2-102 b,Transit,9.915615,189.17,0.77,0.71,1.3,0.1108333,2457139.65518,K2
HIP 41378,HIP 41378 e,Transit,131,106.61,1.15,1.4,5.51,0.5419583,2457142.01656,K2
K2-124,K2-124 b,Transit,6.413651,140.4,0.39,0.39,2.9,0.07,2457142.18106,K2
K2-101,K2-101 b,Transit,14.677286,189.33,0.8,0.73,2,0.1345833,2457152.68135,K2
WASP-144,WASP-144 b,Transit,2.2783152,358.72,0.81,0.81,9.528,0.0814,2457157.27493,SuperWASP-South
HIP 41378,HIP 41378 d,Transit,156,106.61,1.15,1.4,3.96,0.5295833,2457166.2629,K2
HIP 41378,HIP 41378 f,Transit,324,106.61,1.15,1.4,10.2,0.7915833,2457186.91451,K2
K2-31,K2-31 b,Transit,1.25785,110.87,0.91,0.78,11.882,0.0409,2457191.70889,K2
WASP-139,WASP-139 b,Transit,5.924262,230,0.92,0.8,8.967,0.118,2457196.7933,SuperWASP-South
WASP-113,WASP-113 b,Transit,4.54216875,360,1.32,1.61,15.793,0.1791,2457197.097459,SuperWASP-North
WASP-164,WASP-164 b,Transit,1.7771255,322,0.95,0.93,12.644,0.06682,2457203.85378,SuperWASP-South
KELT-17,KELT-17 b,Transit,3.0801716,210,1.64,1.65,17.094,0.1448,2457226.142194,KELT
HATS-53,HATS-53 b,Transit,3.8537768,613,0.96,1.1,15.02,0.1461,2457236.75653,HATSouth
KELT-16,KELT-16 b,Transit,0.9689951,450.28,1.21,1.36,15.861,0.1037,2457247.24791,KELT
WASP-127,WASP-127 b,Transit,4.178062,102,1.08,1.39,15.356,0.1795,2457248.74131,SuperWASP
HAT-P-66,HAT-P-66 b,Transit,2.972086,927,1.25,1.88,17.822,0.1958,2457258.79907,HATNet
KELT-19 A,KELT-19 A b,Transit,4.6117093,302.8,1.62,1.83,21.409,0.1831,2457281.249537,KELT
TRAPPIST-1,TRAPPIST-1 c,Transit,2.4218233,12.1,0.08,0.12,1.056,0.029425,2457282.80728,La Silla Observatory
WASP-173 A,WASP-173 A b,Transit,1.38665318,234.54,1.05,1.11,13.451,0.0957,2457288.8585,SuperWASP-South
KELT-21,KELT-21 b,Transit,3.6127647,415,1.46,1.64,17.777,0.17106,2457295.93434,KELT-North
Qatar-3,Qatar-3 b,Transit,2.5079204,750.99,1.15,1.27,12.285,0.1296,2457302.453004,Qatar
HATS-39,HATS-39 b,Transit,4.5776348,773,1.38,1.62,17.598,0.1555,2457315.28338,HATSouth
K2-231,K2-231 b,Transit,13.841901,295,1.01,0.95,2.5,0.1225,2457320.00164,K2
TRAPPIST-1,TRAPPIST-1 b,Transit,1.51087081,12.1,0.08,0.12,1.086,0.0252792,2457322.51736,La Silla Observatory
WASP-138,WASP-138 b,Transit,3.634433,308,1.22,1.36,12.218,0.1572,2457326.62183,SuperWASP
Qatar-5,Qatar-5 b,Transit,2.8792319,371.39,1.13,1.08,12.408,0.1212,2457336.758242,Qatar
HATS-46,HATS-46 b,Transit,4.7423729,448,0.92,0.85,10.122,0.1014,2457376.68539,HATSouth
WASP-160 B,WASP-160 B b,Transit,3.7684952,284,0.87,0.87,12.218,0.11851,2457383.65494,SuperWASP-South
K2-216,K2-216 b,Transit,2.1748,115.94,0.7,0.72,1.75,0.0766667,2457394.0417,K2
HATS-68,HATS-68 b,Transit,3.5862202,618.2,1.35,1.75,13.809,0.1425,2457410.4086,HATSouth
WASP-161,WASP-161 b,Transit,5.4060425,346.46,1.39,1.71,12.812,0.2137,2457416.5289,SuperWASP-South
WASP-168,WASP-168 b,Transit,4.153658,306.63,1.08,1.12,16.814,0.0797,2457424.5278,SuperWASP-South
WASP-174,WASP-174 b,Transit,4.2337,414.69,1.3,1.31,14.572,0.085,2457465.9336,SuperWASP-South
HD 219134,HD 219134 c,Radial Velocity,6.76458,6.55,0.81,0.78,1.511,0.0691667,2457474.04591,Roque de los Muchachos Observatory
KELT-11,KELT-11 b,Transit,4.7361,98,1.44,2.69,15.132,0.2974,2457483.431,KELT-South
KELT-20,KELT-20 b,Transit,3.4741085,139.7,1.76,1.56,19.515,0.14898,2457503.120049,KELT-North
KPS-1,KPS-1 b,Transit,1.706291,264.69,0.89,0.91,11.545,0.07,2457508.37019,Acton Sky Portal Observatory
HATS-65,HATS-65 b,Transit,3.105161,495,1.26,1.31,16.825,0.1202,2457520.9613,HATSouth
KELT-18,KELT-18 b,Transit,2.8717518,311,1.52,1.91,17.598,0.1935,2457542.52504,KELT-North
K2-137,K2-137 b,Transit,0.179715,99.15,0.46,0.44,0.89,0.0262,2457583.0242,K2
HATS-66,HATS-66 b,Transit,3.1414391,1538,1.41,1.84,15.816,0.1893,2457603.0514,HATSouth
WASP-158,WASP-158 b,Transit,3.656333,532.92,1.38,1.39,11.994,0.149,2457619.9195,SuperWASP-South
NGTS-3 A,NGTS-3 A b,Transit,1.6753728,1010,1.02,0.93,16.589,0.0958333,2457620.1679,Paranal Observatory
HATS-43,HATS-43 b,Transit,4.3888497,341,0.84,0.81,13.227,0.12452,2457636.08946,HATSouth
Qatar-4,Qatar-4 b,Transit,1.8053564,332.17,0.9,0.85,12.722,0.0891,2457637.77361,Qatar
WASP-165,WASP-165 b,Transit,3.465509,583,1.25,1.75,14.123,0.174,2457649.71142,SuperWASP-South
HATS-63,HATS-63 b,Transit,3.0566527,634.8,0.93,1.07,13.529,0.102,2457659.93755,HATSouth
TRAPPIST-1,TRAPPIST-1 e,Transit,6.099615,12.1,0.08,0.12,0.918,0.0397292,2457660.37859,Multiple Observatories
TRAPPIST-1,TRAPPIST-1 h,Transit,18.767,12.1,0.08,0.12,0.752,0.0525,2457662.55284,Multiple Observatories
TRAPPIST-1,TRAPPIST-1 g,Transit,12.35294,12.1,0.08,0.12,1.127,0.0475,2457665.34937,Multiple Observatories
WASP-159,WASP-159 b,Transit,3.840401,730.5,1.41,2.11,15.468,0.2328,2457668.0849,SuperWASP-South
TRAPPIST-1,TRAPPIST-1 d,Transit,4.04961,12.1,0.08,0.12,0.772,0.0341167,2457670.14165,La Silla Observatory
TRAPPIST-1,TRAPPIST-1 f,Transit,9.20669,12.1,0.08,0.12,1.045,0.0434583,2457671.39767,Multiple Observatories
HATS-61,HATS-61 b,Transit,7.817953,694,1.08,1.66,13.395,0.2304,2457673.0611,HATSouth
WASP-162,WASP-162 b,Transit,9.62468,313.6,0.95,1.11,11.209,0.1774,2457701.3816,SuperWASP-South
NGTS-1,NGTS-1 b,Transit,2.647298,224,0.62,0.57,14.908,0.05125,2457720.659396,Paranal Observatory
K2-138,K2-138 f,Transit,12.75759,183,0.93,0.86,2.81,0.1329167,2457738.7019,K2
GJ 9827,GJ 9827 b,Transit,1.2089802,30.32,0.61,0.61,1.62,0.05249,2457738.82588,K2
K2-138,K2-138 c,Transit,3.55987,183,0.93,0.86,2.52,0.0970417,2457740.3223,K2
K2-138,K2-138 e,Transit,8.26144,183,0.93,0.86,3.29,0.127625,2457740.6451,K2
GJ 9827,GJ 9827 d,Transit,6.201467,30.32,0.61,0.61,2.07,0.0511,2457740.9611,K2
WASP-151,WASP-151 b,Transit,4.533471,458.91,1.08,1.14,12.666,0.1525,2457741.0081,SuperWASP-South
K2-285,K2-285 e,Transit,14.76289,155.65,0.83,0.79,1.95,0.0958333,2457741.8969,K2
GJ 9827,GJ 9827 c,Transit,3.648083,30.32,0.61,0.61,1.269,0.0761,2457742.19944,K2
K2-138,K2-138 d,Transit,5.40478,183,0.93,0.86,2.66,0.12375,2457743.1607,K2
K2-285,K2-285 b,Transit,3.471745,155.65,0.83,0.79,2.59,0.0908333,2457743.37545,K2
K2-285,K2-285 c,Transit,7.138048,155.65,0.83,0.79,3.53,0.105,2457744.53906,K2
K2-285,K2-285 d,Transit,10.45582,155.65,0.83,0.79,2.48,0.1043333,2457745.201,K2
HATS-69,HATS-69 b,Transit,2.2252577,420.3,0.89,0.88,10.593,0.09824,2457755.3939,HATSouth
NGTS-2,NGTS-2 b,Transit,4.511164,360.3,1.64,1.7,17.878,0.1937917,2457759.1261,Paranal Observatory
HATS-64,HATS-64 b,Transit,4.908897,1083,1.56,2.11,18.82,0.2419,2457769.82287,HATSouth
K2-138,K2-138 b,Transit,2.35322,183,0.93,0.86,1.57,0.0720833,2457773.317,K2
K2-136,K2-136 d,Transit,25.575065,59.35,0.74,0.66,1.45,0.13,2457780.81164,K2
HATS-67,HATS-67 b,Transit,1.6091788,982,1.44,1.44,18.887,0.0811,2457796.88127,HATSouth
WASP-190,WASP-190 b,Transit,5.367753,550.76,1.35,1.6,12.89,0.186,2457799.1256,WASP-South
WASP-170,WASP-170 b,Transit,2.34478022,308.27,0.93,0.94,12.285,0.085,2457802.3915,SuperWASP-South
K2-136,K2-136 c,Transit,17.307137,59.35,0.74,0.66,2.91,0.14375,2457812.7177,K2
K2-136,K2-136 b,Transit,7.975292,59.35,0.74,0.66,0.99,0.1058333,2457817.75631,K2
K2-260,K2-260 b,Transit,2.6266657,676.32,1.39,1.69,17.396,0.17365,2457820.738135,K2
K2-133,K2-133 b,Transit,3.0712,75.33,0.51,0.47,1.31,0.0508333,2457821.3168,K2
K2-133,K2-133 c,Transit,4.8682,75.33,0.51,0.47,1.48,0.0675,2457823.7656,K2
K2-133,K2-133 d,Transit,11.0234,75.33,0.51,0.47,2.02,0.0966667,2457826.1739,K2
K2-291,K2-291 b,Transit,2.225177,90.29,0.93,0.9,1.589,0.071625,2457830.06163,Kepler
K2-284,K2-284 b,Transit,4.795069,107.6,0.63,0.61,2.78,0.0894583,2457859.11316,K2
EPIC 246851721,EPIC 246851721 b,Transit,6.180235,336.7,1.32,1.59,11.781,0.17117,2457865.11032,K2
K2-261,K2-261 b,Transit,11.63344,214.58,1.1,1.65,9.528,0.213,2457906.84084,K2
K2-239,K2-239 b,Transit,5.24,49,0.4,0.36,1.1,0.0611,2457908.191,K2
K2-239,K2-239 d,Transit,10.115,49,0.4,0.36,1.1,0.0766,2457908.381,K2
HD 89345,HD 89345 b,Transit,11.8143,132.8,1.16,1.75,7.398,0.2389,2457913.8052,K2
K2-239,K2-239 c,Transit,7.775,49,0.4,0.36,1,0.052,2457916.86,K2
WASP-163,WASP-163 b,Transit,1.6096884,263.29,0.97,1.01,13.473,0.093,2457918.462,SuperWASP-South
K2-266,K2-266 e,Transit,19.482,77.16,0.69,0.7,2.73,0.1527,2457938.541,K2
K2-266,K2-266 d,Transit,14.697,77.16,0.69,0.7,2.93,0.142,2457944.8393,K2
K2-266,K2-266 c,Transit,7.814,77.16,0.69,0.7,0.705,0.094,2457946.651,K2
K2-266,K2-266 b,Transit,0.658524,77.16,0.69,0.7,3.3,0.01389,2457949.6747,K2
K2-233,K2-233 b,Transit,2.46746,67.64,0.8,0.74,1.398,0.0820417,2457991.691,K2
K2-290,K2-290 b,Transit,9.21165,274.99,1.19,1.51,3.06,0.2066667,2457994.7725,Kepler
K2-233,K2-233 c,Transit,7.06142,67.64,0.8,0.74,1.335,0.1104167,2457996.3522,K2
K2-240,K2-240 b,Transit,6.034,70,0.58,0.54,2,0.0897,2457996.825,K2
K2-233,K2-233 d,Transit,24.3662,67.64,0.8,0.74,2.64,0.1586667,2458005.5801,K2
K2-240,K2-240 c,Transit,20.523,70,0.58,0.54,1.8,0.133,2458005.722,K2
K2-286,K2-286 b,Transit,27.359,76.32,0.64,0.62,2.1,0.125,2458010.417,Kepler
HATS-60,HATS-60 b,Transit,3.560829,494.3,1.1,1.46,12.924,0.1608,2458015.72358,HATSouth
K2-290,K2-290 c,Transit,48.36685,274.99,1.19,1.51,11.276,0.3391667,2458019.17333,Kepler
K2-264,K2-264 b,Transit,5.840002,187,0.5,0.47,2.231,0.0785,2458102.59177,K2
K2-263,K2-263 b,Transit,50.818947,163.23,0.88,0.85,2.41,0.1453,2458111.1274,K2
K2-264,K2-264 c,Transit,19.660302,187,0.5,0.47,2.668,0.1090833,2458117.09169,K2
HD 119130,HD 119130 b,Transit,16.9841,114.29,1,1.09,2.63,0.1525,2458180.2842,Kepler
Wolf 503,Wolf 503 b,Transit,6.00118,44.58,0.69,0.69,2.03,0.0550417,2458185.36087,K2
HD 39091,pi Men c,Transit,6.2679,18.28,1.09,1.1,2.042,0.1230417,2458325.504,Transiting Exoplanet Survey Satellite (TESS)
LHS 3844,LHS 3844 b,Transit,0.46292913,14.9,0.15,0.19,1.303,0.0217167,2458325.72558,Transiting Exoplanet Survey Satellite (TESS)
HD 219666,HD 219666 b,Transit,6.03607,94.43,0.92,1.03,4.71,0.0899167,2458329.1996,Transiting Exoplanet Survey Satellite (TESS)
HD 1397,HD 1397 b,Transit,11.53533,79.75,1.32,2.34,11.5,0.3584,2458332.08261,Transiting Exoplanet Survey Satellite (TESS)
HD 202772 A,HD 202772 A b,Transit,3.308958,147.2,1.72,2.59,17.318,0.2346,2458338.61047,Transiting Exoplanet Survey Satellite (TESS)
